Artist_Name,Latitude,Longitude,City,Country,State,Region
OutKast,33.7483,-84.3911,Atlanta,United States,GA,South
Lonestar,36.1678,-86.7784,Nashville,United States,TN,South
The Cheetah Girls,37.1679,-95.845,0,United States,,International
Frankie J,32.7157,-117.162,San Diego,United States,CA,West
Brooke Hogan,27.9465,-82.4593,Tampa,United States,FL,South
Shareefa,35.2225,-80.8375,Charlotte,United States,NC,South
Lionel Richie,32.424,-85.6898,Tuskegee,United States,AL,South
Lyfe Jennings,41.6538,-83.5363,Toledo,United States,OH,Midwest
Audioslave,33.973951,-118.248405,Los Angeles,United States,CA,West
Mario Vazquez,40.7146,-74.0071,New York,United States,NY,Northeast
Lustra,42.3586,-71.0567,Boston,United States,MA,Northeast
Tom Petty,29.652,-82.3232,Gainesville,United States,FL,South
Paris Hilton,40.7146,-74.0071,New York,United States,NY,Northeast
Cheyenne Kimball,33.1505,-96.8346,Frisco,United States,TX,South
Taylor Hicks,33.5203,-86.8115,Birmingham,United States,AL,South
Jeannie Ortega,40.7146,-74.0071,New York,United States,NY,Northeast
Ice Cube,33.973951,-118.248405,Los Angeles,United States,CA,West
Young Dro,33.7483,-84.3911,Atlanta,United States,GA,South
Kenny Rogers,29.7605,-95.3698,Houston,United States,TX,South
Dem Franchize Boyz,33.7483,-84.3911,Atlanta,United States,GA,South
Chris Daughtry,36.4762,-77.6463,Roanoke Rapids,United States,NC,South
Ashley Parker Angel,40.5875,-122.393,Redding,United States,CA,West
E-40,38.1008,-122.255,Vallejo,United States,CA,West
The Raconteurs,36.1678,-86.7784,Nashville,United States,TN,South
Kelis,40.7146,-74.0071,New York,United States,NY,Northeast
Taking Back Sunday,40.8525,-73.1358,Long Island,United States,NY,Northeast
Angels & Airwaves,32.7157,-117.162,San Diego,United States,CA,West
Field Mob,31.5808,-84.156,Albany,United States,GA,South
Jagged Edge,33.7483,-84.3911,Atlanta,United States,GA,South
Christina Milian,40.7174,-74.0432,Jersey City,United States,NJ,Northeast
Ghostface Killah,40.7146,-74.0071,New York,United States,NY,Northeast
The Afters,32.7781,-96.7954,Dallas,United States,TX,South
Shawnna,41.8842,-87.6324,Chicago,United States,IL,Midwest
Remy Ma,40.7146,-74.0071,New York,United States,NY,Northeast
Yeah Yeah Yeahs,40.7146,-74.0071,New York,United States,NY,Northeast
10 Years,35.9605,-83.9209,Knoxville,United States,TN,South
Bo Bice,34.7291,-86.585,Huntsville,United States,AL,South
Bird York,33.973951,-118.248405,Los Angeles,United States,CA,West
Anthony Hamilton,35.2225,-80.8375,Charlotte,United States,NC,South
Prince,44.979,-93.2649,Minneapolis,United States,MN,Midwest
Willie Nelson,31.8846,-97.0757,Abbott,United States,TX,South
Saving Jane,39.962,-83.003,Columbus,United States,OH,Midwest
Lil Rob,33.973951,-118.248405,Los Angeles,United States,CA,West
Michael Stipe,33.774,-84.2966,Decatur,United States,GA,South
Teddy Geiger,43.1555,-77.616,Rochester,United States,NY,Northeast
D4L,33.7483,-84.3911,Atlanta,United States,GA,South
P.O.D.,32.7157,-117.162,San Diego,United States,CA,West
Bubba Sparxxx,33.024347,-85.073906,LaGrange,United States,GA,South
Juelz Santana,40.7146,-74.0071,New York,United States,NY,Northeast
Relient K,40.7978,-81.3716,Canton,United States,OH,Midwest
The Notorious B.I.G.,40.7146,-74.0071,New York,United States,NY,Northeast
Juvenile,29.9537,-90.0777,New Orleans,United States,LA,South
Purple Ribbon All-Stars,33.7483,-84.3911,Atlanta,United States,GA,South
Lindsay Lohan,40.7146,-74.0071,New York,United States,NY,Northeast
System Of A Down,34.1463,-118.248,Glendale,United States,CA,West
YoungBloodZ,33.7483,-84.3911,Atlanta,United States,GA,South
Trina,25.729,-80.2374,Miami,United States,FL,South
Anna Nalick,34.136,-117.865,Glendora,United States,CA,West
The Bravery,40.7146,-74.0071,New York,United States,NY,Northeast
SheDaisy,40.691613,-112.00105,West Valley City,United States,UT,West
Tony Yayo,40.7146,-74.0071,New York,United States,NY,Northeast
Boyz N Da Hood,33.7483,-84.3911,Atlanta,United States,GA,South
Natalie,29.7605,-95.3698,Houston,United States,TX,South
Bobby Pinson,36.154,-95.9928,Tulsa,United States,OK,South
Teairra Mari,42.3317,-83.0479,Detroit,United States,MI,Midwest
Trick-Trick,42.3317,-83.0479,Detroit,United States,MI,Midwest
Aventura,40.7146,-74.0071,New York,United States,NY,Northeast
The Strokes,40.7146,-74.0071,New York,United States,NY,Northeast
Neal McCoy,31.9631,-95.2702,Jacksonville,United States,TX,South
Ryan Cabrera,32.7781,-96.7954,Dallas,United States,TX,South
Switchfoot,32.7157,-117.162,San Diego,United States,CA,West
Tommy Lee,34.1523,-118.694,Calabasas,United States,CA,West
Lil Kim,40.7146,-74.0071,New York,United States,NY,Northeast
Marcos Hernandez,31.1689,-100.077,0,United States,TX,South
Gretchen Wilson,36.1678,-86.7784,Nashville,United States,TN,South
Beck,33.973951,-118.248405,Los Angeles,United States,CA,West
P$C,33.7483,-84.3911,Atlanta,United States,GA,South
Trisha Yearwood,36.1678,-86.7784,Nashville,United States,TN,South
The Click Five,42.3586,-71.0567,Boston,United States,MA,Northeast
NB Ridaz,33.4483,-112.076,Phoenix,United States,AZ,West
Van Zant,30.3314,-81.6558,Jacksonville,United States,FL,South
Jermaine Dupri,33.7483,-84.3911,Atlanta,United States,GA,South
Kem,42.3317,-83.0479,Detroit,United States,MI,Midwest
Destiny's Child,29.7605,-95.3698,Houston,United States,TX,South
Mudvayne,40.6921,-89.5878,Peoria,United States,IL,Midwest
Squeak E. Clean,33.973951,-118.248405,Los Angeles,United States,CA,West
Stevie Wonder,42.3317,-83.0479,Detroit,United States,MI,Midwest
Melissa Etheridge,39.279656,-94.982216,Leavenworth,United States,KS,Midwest
Ben Folds,36.111102,-80.200493,Winston-Salem,United States,NC,South
Faith Evans,40.732,-74.1742,Newark,United States,NJ,Northeast
Garbage,43.0729,-89.3867,Madison,United States,WI,Midwest
Blaine Larsen,47.2551,-122.442,Tacoma,United States,WA,West
The Mars Volta,31.7592,-106.487,El Paso,United States,TX,South
Will Smith,33.973951,-118.248405,Los Angeles,United States,CA,West
112,33.7483,-84.3911,Atlanta,United States,GA,South
Brooke Valentine,33.973951,-118.248405,Los Angeles,United States,CA,West
The Postal Service,47.6036,-122.329,Seattle,United States,WA,West
Jo Dee Messina,42.2002,-71.4242,Holliston,United States,MA,Northeast
Cam'ron,40.7146,-74.0071,New York,United States,NY,Northeast
Howie Day,44.8017,-68.7708,Bangor,United States,ME,Northeast
Amerie,38.8938,-77.0146,Washington D.C.,United States,District of Columbia,South
Andy Griggs,32.565664,-92.172926,West Monroe,United States,LA,South
Queens Of The Stone Age,33.76437,-116.339766,Palm Desert,United States,CA,West
Jimmy Eat World,33.417,-111.831,Mesa,United States,AZ,West
Billy Dean,30.5881,-84.5809,Quincy,United States,FL,South
Trick Daddy,25.729,-80.2374,Miami,United States,FL,South
Hall & Oates,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
The Alchemist,34.0735,-118.4,Beverly Hills,United States,CA,West
2Pac,37.868538,-122.50914,Marin City,United States,CA,West
Teena Marie,34.0116,-118.492,Santa Monica,United States,CA,West
Trillville,33.7483,-84.3911,Atlanta,United States,GA,South
Nivea,32.0808,-81.0907,Savannah,United States,GA,South
Patti LaBelle,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Guerilla Black,33.8953,-118.224,Compton,United States,CA,West
Ja Rule,40.7146,-74.0071,New York,United States,NY,Northeast
Jadakiss,40.9325,-73.8989,Yonkers,United States,NY,Northeast
Chevelle,42.352423,-88.054502,Grayslake,United States,IL,Midwest
Body Head Bangerz,30.4208,-87.2172,Pensacola,United States,FL,South
Terror Squad,40.7146,-74.0071,New York,United States,NY,Northeast
Mannie Fresh,29.9537,-90.0777,New Orleans,United States,LA,South
Velvet Revolver,33.6341,-117.604,Rancho Santa Margarita,United States,CA,West
N.O.R.E.,40.7146,-74.0071,New York,United States,NY,Northeast
Anita Baker,42.3317,-83.0479,Detroit,United States,MI,Midwest
Crossfade,33.9986,-81.0452,Columbia,United States,SC,South
Eamon,40.7146,-74.0071,New York,United States,NY,Northeast
Westside Connection,33.973951,-118.248405,Los Angeles,United States,CA,West
Tracy Byrd,30.15549,-93.935765,Vidor,United States,TX,South
Mya,38.8938,-77.0146,Washington D.C.,United States,District of Columbia,South
Clay Aiken,35.7855,-78.6427,Raleigh,United States,NC,South
Too $hort,37.2719,-119.27,0,United States,CA,West
Trapt,37.2212,-121.979,Los Gatos,United States,CA,West
Nick Cannon,32.7157,-117.162,San Diego,United States,CA,West
G-Unit,40.7146,-74.0071,New York,United States,NY,Northeast
MercyMe,33.189011,-96.10887,Greenville,United States,TX,South
Murphy Lee,38.6277,-90.1995,St. Louis,United States,MO,Midwest
Fountains Of Wayne,40.7146,-74.0071,New York,United States,NY,Northeast
A Perfect Circle,33.973951,-118.248405,Los Angeles,United States,CA,West
Stacie Orrico,47.6036,-122.329,Seattle,United States,WA,West
Liz Phair,41.3071,-72.925,New Haven,United States,CT,Northeast
Live,39.9068,-76.6586,York,United States,PA,Northeast
Xzibit,33.973951,-118.248405,Los Angeles,United States,CA,West
Vanessa Carlton,41.3291,-74.8122,Milford,United States,PA,Northeast
Nitty,40.7146,-74.0071,New York,United States,NY,Northeast
J-Kwon,38.6277,-90.1995,St. Louis,United States,MO,Midwest
Mynt,40.7146,-74.0071,New York,United States,NY,Northeast
Mase,40.7146,-74.0071,New York,United States,NY,Northeast
New Edition,42.3586,-71.0567,Boston,United States,MA,Northeast
Black Eyed Peas,33.973951,-118.248405,Los Angeles,United States,CA,West
Julie Roberts,34.7206,-80.7709,Lancaster,United States,SC,South
Diana DeGarmo,33.817803,-84.022911,Snellville,United States,GA,South
D12,42.3317,-83.0479,Detroit,United States,MI,Midwest
Counting Crows,37.7796,-122.42,San Francisco,United States,CA,West
Ric-A-Che,33.7483,-84.3911,Atlanta,United States,GA,South
Lil Flip,29.7605,-95.3698,Houston,United States,TX,South
Houston,33.973951,-118.248405,Los Angeles,United States,CA,West
Jimmy Buffett,30.3653,-88.5564,Pascagoula,United States,MS,South
Dilated Peoples,33.973951,-118.248405,Los Angeles,United States,CA,West
Slum Village,42.3317,-83.0479,Detroit,United States,MI,Midwest
Los Lonely Boys,31.44451,-100.533397,San Angelo,United States,TX,South
David Lee Murphy,37.807,-89.0275,Herrin,United States,IL,Midwest
Nina Sky,40.7146,-74.0071,New York,United States,NY,Northeast
311,41.2607,-95.9406,Omaha,United States,NE,Midwest
Yung Wun,33.7483,-84.3911,Atlanta,United States,GA,South
Mobb Deep,40.7146,-74.0071,New York,United States,NY,Northeast
Carolyn Dawn Johnson,36.1678,-86.7784,Nashville,United States,TN,South
Frankee,34.0735,-118.4,Beverly Hills,United States,CA,West
Blue County,36.1678,-86.7784,Nashville,United States,TN,South
Kimberley Locke,36.3924,-86.1668,Hartsville,United States,TN,South
Hoobastank,34.1458,-118.778,Agoura Hills,United States,CA,West
John Michael Montgomery,37.646,-84.775,Danville,United States,KY,South
Limp Bizkit,30.3314,-81.6558,Jacksonville,United States,FL,South
Mario Winans,33.4916667,-80.8558333,Orangeburg,United States,SC,South
Sleepy Brown,33.7483,-84.3911,Atlanta,United States,GA,South
Buddy Jewell,35.613,-90.3308,Lepanto,United States,AR,South
Fuel,35.6139,-88.8194,Jackson,United States,TN,South
Young Gunz,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
JC Chasez,38.961,-76.7405,Bowie,United States,MD,South
Obie Trice,42.3317,-83.0479,Detroit,United States,MI,Midwest
Ryan Duarte,37.3385,-121.886,San Jose,United States,CA,West
Big Tymers,29.9537,-90.0777,New Orleans,United States,LA,South
B2K,33.973951,-118.248405,Los Angeles,United States,CA,West
Smokie Norful,35.3091,-98.521,0,United States,OK,South
Scotty Emerick,26.0104,-80.1601,Hollywood,United States,FL,South
Bad Boy's Da Band,40.7146,-74.0071,New York,United States,NY,Northeast
Most Valuable Playas,40.7146,-74.0071,New York,United States,NY,Northeast
Saliva,35.169255,-89.990415,Memphis,United States,TN,South
Elvis Presley,35.169255,-89.990415,Memphis,United States,TN,South
Dwele,42.3317,-83.0479,Detroit,United States,MI,Midwest
BT,39.0838889,-77.1530556,Rockville,United States,MD,South
Nappy Roots,36.9946,-86.4456,Bowling Green,United States,KY,South
Patty Loveless,37.514701,-82.513615,Pikeville,United States,KY,South
DMX,39.2906,-76.6096,Baltimore,United States,MD,South
Eagles,33.973951,-118.248405,Los Angeles,United States,CA,West
The Ataris,40.1022,-85.6787,Anderson,United States,IN,Midwest
Tyrese,33.973951,-118.248405,Los Angeles,United States,CA,West
Jane's Addiction,33.973951,-118.248405,Los Angeles,United States,CA,West
Brian McComas,36.2286,-93.1105,Harrison,United States,AR,South
Wynonna,38.4807,-82.6436,Ashland,United States,KY,South
Luther Vandross,40.7146,-74.0071,New York,United States,NY,Northeast
Aaliyah,40.7146,-74.0071,New York,United States,NY,Northeast
Freeway,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Kiley Dean,28.5382,-81.3774,Orlando,United States,FL,South
Blu Cantrell,41.82275,-71.414451,Providence,United States,RI,Northeast
Jeff Bates,31.3838,-89.8013,Bunker Hill,United States,MS,South
Loon,40.7146,-74.0071,New York,United States,NY,Northeast
Hitman Sammy Sam,33.7483,-84.3911,Atlanta,United States,GA,South
Dru Hill,39.2906,-76.6096,Baltimore,United States,MD,South
Stagga Lee,40.9325,-73.8989,Yonkers,United States,NY,Northeast
Da Brat,33.7483,-84.3911,Atlanta,United States,GA,South
Cold,30.3314,-81.6558,Jacksonville,United States,FL,South
Bone Crusher,38.9807,-76.9373,College Park,United States,MD,South
Keith Murray,40.72813,-73.217871,Islip,United States,NY,Northeast
Reina,40.7146,-74.0071,New York,United States,NY,Northeast
Frankie J.,32.7157,-117.162,San Diego,United States,CA,West
The Isley Brothers,39.1064,-84.5047,Cincinnati,United States,OH,Midwest
Randy Travis,34.997268,-80.364223,Marshville,United States,NC,South
Daniel Bedingfield,44.0513,-91.6386,Winona,United States,MN,Midwest
Bonecrusher,33.7483,-84.3911,Atlanta,United States,GA,South
Talib Kweli,40.7146,-74.0071,New York,United States,NY,Northeast
TLC,33.7483,-84.3911,Atlanta,United States,GA,South
Lil Mo,40.8525,-73.1358,Long Island,United States,NY,Northeast
Diamond Rio,36.1678,-86.7784,Nashville,United States,TN,South
Sixpence None The Richer,29.6989,-98.1209,New Braunfels,United States,TX,South
Boomkat,33.973951,-118.248405,Los Angeles,United States,CA,West
The Roots,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Choppa,29.9537,-90.0777,New Orleans,United States,LA,South
Vivian Green,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Baby,40.7146,-74.0071,New York,United States,NY,Northeast
Killer Mike,33.7483,-84.3911,Atlanta,United States,GA,South
Clipse,36.844004,-76.12036,Virginia Beach,United States,VA,South
Amanda Perez,41.130604,-85.12886,Fort Wayne,United States,IN,Midwest
Angie Martinez,40.7146,-74.0071,New York,United States,NY,Northeast
Jennifer Hanson,33.9319,-117.944,La Habra,United States,CA,West
Smilez and Southstar,28.5382,-81.3774,Orlando,United States,FL,South
O-Town,28.5382,-81.3774,Orlando,United States,FL,South
Mark Wills,34.8585,-84.3291,Blue Ridge,United States,GA,South
Toni Braxton,39.1328,-76.69253,Severn,United States,MD,South
Isyss,33.973951,-118.248405,Los Angeles,United States,CA,West
Nirvana,46.97537,-123.81572,Aberdeen,United States,WA,West
Erick Sermon,40.8525,-73.1358,Long Island,United States,NY,Northeast
Benzino,27.9758,-81.5411,0,United States,FL,South
Khia,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
The Clipse,36.844004,-76.12036,Virginia Beach,United States,VA,South
Jade Anderson,33.973951,-118.248405,Los Angeles,United States,CA,West
Scarface,29.7605,-95.3698,Houston,United States,TX,South
B Rich,40.4383,-79.9975,Pittsburgh,United States,PA,Northeast
Ruff Endz,39.2557,-76.6594,Baltimore,United States,MD,South
Donell Jones,41.8842,-87.6324,Chicago,United States,IL,Midwest
Raphael Saadiq,37.8051,-122.273,Oakland,United States,CA,West
Truth Hurts,38.6277,-90.1995,St. Louis,United States,MO,Midwest
Brian McKnight,42.8854,-78.8785,Buffalo,United States,NY,Northeast
Lil Bow Wow,39.962,-83.003,Columbus,United States,OH,Midwest
Steve Azar,33.3984,-91.0378,Greenville,United States,MS,South
Rebecca Lynn Howard,37.7525,-83.0681,Salyersville,United States,KY,South
TRUSTcompany,32.4618,-86.4507,Prattville,United States,AL,South
Pastor Troy,32.0808,-81.0907,Savannah,United States,GA,South
New Found Glory,26.2725,-80.2531,Coral Springs,United States,FL,South
Mark Chesnutt,30.0861,-94.1016,Beaumont,United States,TX,South
Cher,33.973951,-118.248405,Los Angeles,United States,CA,West
Naughty By Nature,40.761,-74.2099,East Orange,United States,NJ,Northeast
Travis Tritt,33.9532,-84.5459,Marietta,United States,GA,South
Ms. Jade,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Angie Stone,33.9986,-81.0452,Columbia,United States,SC,South
NSync,28.545179,-81.373291,Orlando,United States,FL,South
X-Ecutioners,40.7146,-74.0071,New York,United States,NY,Northeast
Knoc-Turn'Al,31.1689,-100.077,0,United States,TX,South
Tommy Shane Steiner,30.2676,-97.743,Austin,United States,TX,South
Beanie Sigel,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
iio,40.7146,-74.0071,New York,United States,NY,Northeast
Tweet,43.1555,-77.616,Rochester,United States,NY,Northeast
Sharissa,40.7146,-74.0071,New York,United States,NY,Northeast
Kevin Denney,36.829,-84.8495,Monticello,United States,KY,South
Corey,34.0991,-117.651,Upland,United States,CA,West
Joe Diffie,34.4606,-97.6738,Velma,United States,OK,South
Keke Wyatt,42.2458333,-84.4013889,Jackson,United States,MI,Midwest
Master P,29.9537,-90.0777,New Orleans,United States,LA,South
Method Man,40.8525,-73.1358,Long Island,United States,NY,Northeast
Mystikal,29.9537,-90.0777,New Orleans,United States,LA,South
The Calling,33.973951,-118.248405,Los Angeles,United States,CA,West
David Ball,34.924,-81.0267,Rock Hill,United States,SC,South
Aaron Tippin,35.071632,-82.374186,Travelers Rest,United States,SC,South
Mr. Cheeks,40.7146,-74.0071,New York,United States,NY,Northeast
City High,40.0306,-74.8952,Willingboro,United States,NJ,Northeast
R.L.,44.979,-93.2649,Minneapolis,United States,MN,Midwest
Lee Greenwood,38.5791,-121.491,Sacramento,United States,CA,West
Alien Ant Farm,33.9816,-117.374,Riverside,United States,CA,West
3LW,40.732,-74.1742,Newark,United States,NJ,Northeast
Filter,41.5047,-81.6907,Cleveland,United States,OH,Midwest
Irv Gotti,40.7146,-74.0071,New York,United States,NY,Northeast
Kellie Coffey,35.3383,-97.4856,Moore,United States,OK,South
Dream,33.973951,-118.248405,Los Angeles,United States,CA,West
Profyle,32.5146,-93.7473,Shreveport,United States,LA,South
Tammy Cochran,41.7732,-80.8548,Austinburg,United States,OH,Midwest
All Star Tribute,40.7146,-74.0071,New York,United States,NY,Northeast
Public Announcement,41.8842,-87.6324,Chicago,United States,IL,Midwest
Babyface,39.7669,-86.15,Indianapolis,United States,IN,Midwest
LFO,41.726343,-71.120746,Fall River,United States,MA,Northeast
Afroman,34.5792,-118.117,Palmdale,United States,CA,West
Coo Coo Cal,43.0418,-87.9068,Milwaukee,United States,WI,Midwest
Trick Pony,36.1678,-86.7784,Nashville,United States,TN,South
Smash Mouth,37.3385,-121.886,San Jose,United States,CA,West
Dante Thomas,40.7595,-111.888,Salt Lake City,United States,UT,West
St. Lunatics,38.6277,-90.1995,St. Louis,United States,MO,Midwest
American Hi-Fi,42.3586,-71.0567,Boston,United States,MA,Northeast
Tool,33.973951,-118.248405,Los Angeles,United States,CA,West
Jimmy Cozier,40.4383,-79.9975,Pittsburgh,United States,PA,Northeast
Willa Ford,27.7181,-82.434,Ruskin,United States,FL,South
Eve 6,34.212114,-118.239978,La Crescenta-Montrose,United States,CA,West
Sugar Ray,33.595088,-117.829038,Newport Beach,United States,CA,West
Cyndi Thomson,36.1678,-86.7784,Nashville,United States,TN,South
G Dep,40.7146,-74.0071,New York,United States,NY,Northeast
Lil Romeo,45.7837,-108.506,Billings,United States,MT,West
Redman,40.732,-74.1742,Newark,United States,NJ,Northeast
Amanda,44.979,-93.2649,Minneapolis,United States,MN,Midwest
QB Finest,40.7146,-74.0071,New York,United States,NY,Northeast
Aaron Carter,27.9465,-82.4593,Tampa,United States,FL,South
Leslie Carter,27.9465,-82.4593,Tampa,United States,FL,South
Azul Azul,34.4193,-119.699,Santa Barbara,United States,CA,West
Jon B,34.1472,-118.144,Pasadena,United States,CA,West
Eden's Crush,40.8729,-72.8057,Manorville,United States,NY,Northeast
Mark McGuinn,36.069,-79.7947,Greensboro,United States,NC,South
Tim Rushlow,35.4641,-97.3847,Midwest City,United States,OK,South
Sunshine Anderson,35.2225,-80.8375,Charlotte,United States,NC,South
Vertical Horizon,38.8938,-77.0146,Washington D.C.,United States,District of Columbia,South
Project Pat,35.169255,-89.990415,Memphis,United States,TN,South
Philly's Most Wanted,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Iconz,30.9742,-91.5238,0,United States,LA,South
Case,40.7146,-74.0071,New York,United States,NY,Northeast
ATC,41.8842,-87.6324,Chicago,United States,IL,Midwest
Jessica Andrews,36.1678,-86.7784,Nashville,United States,TN,South
Aerosmith,42.3586,-71.0567,Boston,United States,MA,Northeast
Bilal,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
Koffee Brown,44.979,-93.2649,Minneapolis,United States,MN,Midwest
Crazy Town,33.973951,-118.248405,Los Angeles,United States,CA,West
Mr. C The Slide Man,41.8842,-87.6324,Chicago,United States,IL,Midwest
Vince Gill,35.2208,-97.4466,Norman,United States,OK,South
Yolanda Adams,29.7605,-95.3698,Houston,United States,TX,South
Debelah Morgan,42.3317,-83.0479,Detroit,United States,MI,Midwest
Boyz II Men,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
NewSong,30.8347,-83.2809,Valdosta,United States,GA,South
K-Ci & JoJo,35.074176,-80.527827,Monroe,United States,NC,South
Mos Def,40.7146,-74.0071,New York,United States,NY,Northeast
Kelly Price,40.7146,-74.0071,New York,United States,NY,Northeast
Kandi,33.7483,-84.3911,Atlanta,United States,GA,South
De La Soul,40.6786,-73.4185,Amityville,United States,NY,Northeast
Memphis Bleek,40.7146,-74.0071,New York,United States,NY,Northeast
Cash Money Millionaires,29.9537,-90.0777,New Orleans,United States,LA,South
Dave Hollister,41.8842,-87.6324,Chicago,United States,IL,Midwest
98 Degrees,33.973951,-118.248405,Los Angeles,United States,CA,West
Moby,40.7146,-74.0071,New York,United States,NY,Northeast
Vitamin C,40.407319,-74.314319,Old Bridge,United States,NJ,Northeast
Carl Thomas,41.757,-88.3158,Aurora,United States,IL,Midwest
The Clark Family Experience,36.995,-79.8893,Rocky Mount,United States,VA,South
Billy Gilman,41.6612,-71.5559,0,United States,RI,Northeast
Evan & Jaron,33.8544,-84.212,Tucker,United States,GA,South
Chante Moore,33.973951,-118.248405,Los Angeles,United States,CA,West
The Wallflowers,33.973951,-118.248405,Los Angeles,United States,CA,West
Changing Faces,40.7146,-74.0071,New York,United States,NY,Northeast
Shyne,42.4288,-87.8524,Beach Park,United States,IL,Midwest
Third Eye Blind,37.7796,-122.42,San Francisco,United States,CA,West
2Gether,37.1679,-95.845,0,United States,,International
Gerald Levert,41.5047,-81.6907,Cleveland,United States,OH,Midwest
Lil Zane,33.7483,-84.3911,Atlanta,United States,GA,South
Sister Hazel,29.652,-82.3232,Gainesville,United States,FL,South
Everclear,45.5118,-122.676,Portland,United States,OR,West
Stone Temple Pilots,32.7157,-117.162,San Diego,United States,CA,West
Eastsidaz,33.7667,-118.192,Long Beach,United States,CA,West
Big Punisher,40.7146,-74.0071,New York,United States,NY,Northeast
Collin Raye,36.1678,-86.7784,Nashville,United States,TN,South
Sisqo,39.2906,-76.6096,Baltimore,United States,MD,South
Don Henley,33.01235,-94.36547,Linden,United States,TX,South
Torrey Carter,43.7427,-84.6217,0,United States,MI,Midwest
Mandy Moore,28.545179,-81.373291,Orlando,United States,FL,South
En Vogue,37.8051,-122.273,Oakland,United States,CA,West
Ideal,29.7605,-95.3698,Houston,United States,TX,South
Splender,40.7146,-74.0071,New York,United States,NY,Northeast
Gloria Estefan,25.729,-80.2374,Miami,United States,FL,South
Nu Flavor,33.7667,-118.192,Long Beach,United States,CA,West
Next,44.979,-93.2649,Minneapolis,United States,MN,Midwest
Lucy Pearl,37.1679,-95.845,0,United States,,International
Before Dark,33.973951,-118.248405,Los Angeles,United States,CA,West
Nine Days,40.8723,-73.5337,Oyster Bay,United States,NY,Northeast
Eric Heatherly,35.0464,-85.3095,Chattanooga,United States,TN,South
Yankee Grey,39.1064,-84.5047,Cincinnati,United States,OH,Midwest
Hanson,36.154,-95.9928,Tulsa,United States,OK,South
504 Boyz,37.7742,-87.1135,Owensboro,United States,KY,South
Chad Brock,29.1875,-82.1404,Ocala,United States,FL,South
Anastacia,41.8842,-87.6324,Chicago,United States,IL,Midwest
Clay Davidson,36.8826,-81.7601,Saltville,United States,VA,South
Tamar,39.1328,-76.69253,Severn,United States,MD,South
Bloodhound Gang,40.187,-75.4525,Collegeville,United States,PA,Northeast
Ty Herndon,36.1678,-86.7784,Nashville,United States,TN,South
The Lox,40.9325,-73.8989,Yonkers,United States,NY,Northeast
Black Rob,40.7146,-74.0071,New York,United States,NY,Northeast
Chely Wright,38.721,-95.0819,Wellsville,United States,KS,Midwest
Kumbia Kings,27.7964,-97.4036,Corpus Christi,United States,TX,South
Tracie Spencer,42.4931,-92.3421,Waterloo,United States,IA,Midwest
Amel Larrieux,40.7146,-74.0071,New York,United States,NY,Northeast
Macy Gray,40.7978,-81.3716,Canton,United States,OH,Midwest
Clint Black,40.3038,-73.9934,Long Branch,United States,NJ,Northeast
Hoku,19.5901,-155.434,0,United States,HI,International
Hot Boys,29.9537,-90.0777,New Orleans,United States,LA,South
Sammie,26.5289,-80.0632,Boynton Beach,United States,FL,South
D'Angelo,37.5407,-77.4336,Richmond,United States,VA,South
Q-Tip,40.7146,-74.0071,New York,United States,NY,Northeast
Tha Eastsidaz,33.7667,-118.192,Long Beach,United States,CA,West
Guy,26.0657,-80.2349,Davie,United States,FL,South
"Bobby ""Blue"" Bland",35.362585,-89.772305,Rosemark,United States,TN,South
J-Shin,25.729,-80.2374,Miami,United States,FL,South
Kenny G,47.6036,-122.329,Seattle,United States,WA,West
Ol' Dirty Bastard,40.7146,-74.0071,New York,United States,NY,Northeast
Beth Hart,33.973951,-118.248405,Los Angeles,United States,CA,West
Mint Condition,44.9438,-93.0933,St. Paul,United States,MN,Midwest
Kevon Edmonds,39.7669,-86.15,Indianapolis,United States,IN,Midwest
Rage Against The Machine,33.973951,-118.248405,Los Angeles,United States,CA,West
Sole,43.6591,-70.2567,Portland,United States,ME,Northeast
Montell Jordan,33.973951,-118.248405,Los Angeles,United States,CA,West
Blaque,33.7483,-84.3911,Atlanta,United States,GA,South
Chico DeBarge,42.3317,-83.0479,Detroit,United States,MI,Midwest
Imx,33.973951,-118.248405,Los Angeles,United States,CA,West
Marc Nelson,39.9523,-75.1624,Philadelphia,United States,PA,Northeast
B.G.,29.9537,-90.0777,New Orleans,United States,LA,South
702,36.1719,-115.14,Las Vegas,United States,NV,West
Funkmaster Flex,40.7146,-74.0071,New York,United States,NY,Northeast
Damizza,34.4193,-119.699,Santa Barbara,United States,CA,West
Jordan Knight,42.265275,-71.879415,Worcester,United States,MA,Northeast
Divine,33.6007,-112.283,Sun City,United States,AZ,West
Lila McCann,47.173,-122.598,Steilacoom,United States,WA,West
